HITId,tweet,class,class2,rand
1378,@user jveux aller au québec pour traiter en des gros renois stock en français sans rien risquer et sentir viril,2,2,0.730784206
2316,khalid envois moi un message — mdr tu raconte quoi attardé c’ anonyme @url,1,1,0.73103932
2299,@user si tu considères que sale noire / sale juif ce n’est pas raciste non plus alors je ne peux rien faire pour toi,2,2,0.731107826
1921,@user @user Ça veut dire quoi islamo gauchiste ?! vous êtes un expert en islam? vous pouvez lire l'arabele coran etc...???,1,1,0.731475194
2910,Ça m'éclatera toujours les meufs qui disent: ouais nous préfère les renois parce qu'ils ont des gros chibres.… @url,1,1,0.731709213
3023,la hongrie s’en prend à l’onu elle assure qu’elle ne sera « jamais un pays de migrants » @url,1,1,0.731871466
1310,@user @user par contre pour la stigmatisation de l’avortement ou de l’homosexualité ils sont parfaitement au taquet,0,1,0.732008907
986,@user et elle retour en afrique qui l’attend.,0,1,0.732040056
3543,@user @user aqui ne mongol,1,1,0.732567973
1051,réfugiés: [#duisburg 4 réfugiés arabes lardent de coups de couteau une ado allemande enceinte de 5 mois qui cru qu’elle p… @url,1,1,0.732633002
1362,@user et toi personne t’a demandé d’ouvrir ta gl sale arabe,1,1,0.733406107
1110,@user je rigole kan je vois vos commentaires. si c était 1 noir ou 1 arabe allait entendre( dégage rentre… @url,1,1,0.733463391
421,ce président c’est le pire fils de pute de la terre mais tous les rebeus autour de moi étaient contents pcq il est… @url,1,1,0.733609116
2870,il en le foot ça les rend mongol à leur en bruler le peu de neurone c’est chaud chaud chaud détendez vous les gars,1,1,0.733674205
3832,@user @user tg fdp sale chien sale juif gaz encetr,0,1,0.73372875
1156,@user c’est vous qui essayez de cacher votre racisme anti-allemand en le dissimulant dans une théorie du comp… @url,1,1,0.733758532
3652,@user @user pour ces debiles la religion n'a rien voir la c juste un probleme de cadre c mongol n… @url,1,1,0.734148132
4003,@user @user en fait la violence fait tellement partie de l’adn de l’extrême gauche depuis les bolchevik… @url,1,1,0.734424464
3909,@user @user @user le lien c’est qu’ils sont tous les deux arabes et nationalistes. y’a eu des baath dans… @url,1,1,0.734649423
790,@user moi il prennent pour un attardé mais wlh ça fume ils comprennent pas notre humour supérieur,2,2,0.735341773
888,sal putain ton style de gars c est les renois? — bonjour déjà @url,1,1,0.735590154
516,@user @user @user la vraie histoire de l'invasion-islamisation des berbères par les arabes ? faut pas rêver...,2,2,0.735669982
3632,: [@user @user le rapeur en cause qui le fils d'un migrant exactement les même droits il même bén… @url,2,2,0.73574843
1036,tte façon les meufs qui s'attarde sur le physique elle besoin d'allée en gériatrie voir les couples pour prend… @url,1,1,0.735792785
1432,@user oe mais contrairement l'islam le christianisme est pas faussement rattaché au terrorisme et dc pas… @url,1,1,0.735818912
1804,les mariages rebeus c'est vraiment le feu meilleure ambiance,1,1,0.736061836
323,mdrrrr sale arabe,1,1,0.736163609
2123,@user si tu en vois 2 et ils ont des têtes de rebeus,1,1,0.73623529
606,@user et fais moi pas dire ce que j’ai pas dis l’afrique appartient au africain donc au renois et au maghrébin un malade toi,1,1,0.736305512
1531,#franceculture c'est un plouc votre réalisateur faucon. d'une platitude déconcertante son scénario gauchiste ringard déjà vu 1000 fois.,1,1,0.736365641
539,@user waa t'abuse là tu vise les renois/rebeus qui se prennent pour quelqu'un d'autre et qui veulent s'habiller comme les gars de paris,1,1,0.736471974
2052,@user sale juif,1,1,0.73649806
982,marine le pen sur cnews @url ans de laxisme fiasco de l'ideologie gauchiste,2,2,0.736637755
957,weshhh z'y va cousin tous les rebeus look c…,1,1,0.73674935
2649,part les arabes elles elles se font tournée dans. le. plus grand des silence mdr trop forte,1,1,0.73736371
339,jme met en privé il casse les pieds le gros mongol qui cite,1,1,0.737503629
1479,@user mort léger? ils sont mort mais trkl? les gens sont attardé ptn,1,1,0.737653346
2939,en france les coiffeurs rebeus ils passent du rai... ici ils mettent du kaaris en mode le 93 leur manque c'est beau,2,2,0.738430739
121,les rebeus il glo à la fac grâce à la barbe,2,2,0.738573106
449,@user pour moi l'insignifiance ne mérite pas qu'on s'y attarde!!,2,2,0.738727598
2608,@user @user ah ouais genre les animaux se privent eux ? il est excellent ce mec et apres ca se dit francais,1,1,0.739071206
77,ce n’est pas tous les renois qui suivent son raisonnement ne l’insulte pas tu perds des hassanets pour rien @url,2,2,0.73908139
3038,je vous jure c’est réel les renois ils aiment trop courir quand ils rigolent @url,1,1,0.739453878
2004,@user mdr déjà 90% des renois de france ils ne connaissent pas thiam c’est problématique,1,1,0.739565399
1650,@user l extreme droite est un fantasme gauchiste. elle n existe que dans la tete des gauchiasses qui raiso... @url,1,1,0.740384556
152,@user @user @user le probleme c'est qu'un gauchiste profond peut rédiger un tel tweet. gauche=maladie mentale,1,1,0.741489939
649,le parti danois qui veut expulser les “migrants musulmans qui abusent des aides sociales” se développe rapidement @url,2,2,0.741795706
613,voici ce que fait macron en ce moment il applique un plan diabolique d’islamisation de la france réveillez vous mer… @url,0,1,0.741810338
3280,@user est-ce complotiste de considérer que l'uejf la licra et le crif militent pour l'immigration et l'antiracisme ?,1,1,0.741867913
1639,que mongol #askfandoms,1,1,0.742039815
1653,les renois et les rebeus qui créent la division entre les communautés devrait vous enfermer dans des goulags,0,1,0.742545835
1548,@user @user surtout que l’autre mongol qui commente (si peut appeler ça commenter il hurle plus… @url,1,1,0.742594165
1617,@user t’es attardé tu m’as unfollow,1,1,0.742646629
425,pour comprendre le racisme anti noir structurel chez certains arabes: ouvrez le génocide voilé  de @user . un… @url,2,2,0.742831387
3416,@user @user mds tu é mongol?,1,1,0.743005297
3058,@user le connard gauchiste dans toute sa splendeur,1,1,0.743212586
160,même histoire bi-llahi.. alala les hommes des vrais mongol pour la plus part @url,1,1,0.743293095
3393,@user tg le jour où il neigera tu seras la première à dire de regarder par la fenêtre sal mongol,1,1,0.743586303
897,@user @user @user c'est pas sucer c'est juste un putain de pavé troll l'attardé #lensois21,1,1,0.743900797
3319,@user @user qd sait le niveau intellectuel de c migrants ou autres africainsil n'y pas de q… @url,1,1,0.744670373
3547,@user jambon en premier sinon mongol,1,1,0.744786383
1408,@user y'a des renois mais pas tout les renois c'est différent pas tous la même mentalité et puis jvois pas il est ou le pb,2,2,0.744940898
2618,le gars qi sest immolé devant le palais.qe la terre lui soit légèremais son acte mérite qu'on sattarde un peu su… @url,1,1,0.745001777
602,ils vivent comme en afrique d…,1,1,0.745200449
2262,@user @user je te retourne le conseil sur la véracité des infos je ne doute de la violence d'aucu… @url,2,2,0.745547229
2075,mais ce que la vie fait le renois 1 ce sépara de ça chérie .. sad history,2,2,0.745692087
1214,— proverbe africain,2,2,0.746485698
438,déguisement pour chien mongol @url,1,1,0.746653286
2588,@user et si tu veux parlerva sur discord attardé,1,1,0.747273511
3167,peut-être que ceux qui émettent les oukases non violents sont relativement protégés de la violence. mais il semble… @url,2,2,0.747306022
1692,sont intervenus; c’est parce que vous alimentez la propagande terrorist…,1,1,0.747453272
2382,@user 56 rebeus fragile baltringue de cité de merde il ont violer une meuf completement bourrer la sortie… @url,1,1,0.7478133
1948,entre les colis pieges fabriques par cesar sayoc l'ultra-droite peut critiquer l'electorat gauchiste democrate ame @url,2,2,0.748370576
3535,@user oui j'suis gentille moi je m'attarde pas sur le physique,2,2,0.748600896
2778,@user c'est quoi ce mongol. donc quand fait des choses bien dans le passé est plus critiquable to… @url,1,1,0.748892157
2362,@user @user @user non le sujet c'est l'islamisation de la france en fait,2,2,0.749139196
2278,@user attitude de gauchiste l addition va etre salee. vous ne ferez rien contre la puissance du peuple,1,1,0.749244003
2793,j'te promet tu fais une fête à 21h t'invite que des renois la fête commence à 22h,1,1,0.74941533
655,@user de meklat à badroudine : quand les #inrocks soutiennent l'antisémitisme islamiste gauchiste et bien-pen… @url,2,2,0.749470381
1500,@user et meme s'il du pillage c'est encore un cliche gauchiste d...exiger que le peuple de france ent... @url,1,1,0.749493304
2612,les facs c des pourdlards pour gauchiste ça jamais été un secret @url,1,1,0.749522297
3506,.@user ne parlez pas au nom des suisses. merci. vous êtes une immigrationiste islamo-gauchiste. vous n'avez ri… @url,1,1,0.749629345
1561,comment devenir un parfait petit gauchiste identititaire en 5 lecons.nn      ,1,1,0.749666319
1866,@user il fesait du kayak sur du goudron ca fume bien aussi. le pire jcrois c'est l'attardé du village avec… @url,1,1,0.749677781
3002,j'aime une vidéo @user bass mongol vs akon mongol à l'adresse @url,1,1,0.749892385
60,@user @user @user non mais laisse le ce gros mongol il va tweeter un complot de l uefa pro catalan dans 5min,1,1,0.749971998
585,@user bah jdonne un avis dquelqu’un qu’est ps dans l’conflit justement tous les renois vont dire qucest vous… @url,1,1,0.750232195
342,le jour ou m’a dis si jt arabe mdr jspr que ça ne se reproduira plus mm si les rebeus waw mais n’abusons pas… @url,1,1,0.750340758
361,les présidents azerbaïdjanais et mongol se rencontrent à bakou @url @url,1,1,0.750423211
956,mdr les renois qui disent rien à 69 honte à vous,2,2,0.750795041
246,kevin il se bat avec tous les rebeus avec une moustache pr mieux froisser berka #verité,0,1,0.750867597
1503,les rebeus ils kiffent les samsungs en général g remarqué et les rebeuses plus les iphones,1,1,0.752102622
843,le juif : bonnes fêtes de roch hachana,0,1,0.752440486
3807,@user @user tout comme le terrorisme car l'islam est une religion qui prône la paix. le prophète sallah… @url,2,2,0.752527103
3222,@user @user tu crois le gras il se congèle deviens donc dur et qu'il rétrécit ? pays d'attardé la france.,1,1,0.752724264
2756,dsl beyondelabeach mais ton compte étais trop simple sautée jeune attardé,1,1,0.752736637
3557,@user @user dis gogole pas mongol c’est un peuple wsh,1,1,0.752822345
2676,dumont le plusssss déprimant mongol de politique jamais vus. @user @url,1,1,0.753049153
423,@user tin mais sont attardes les ching chong,1,1,0.753719028
1028,@user alors non je n'ai légitimé aucune violence raciale vous mentez. et je ne suis pas favorable un génocid… @url,1,1,0.753772663
3633,@user @user @user la bas pleins de blacks et de rebeus ...,1,1,0.753922268
262,rt @user hier je parlais avec un intello-gauchiste qui m'a dit:nnfaut bien reconnaitre qu'une seule religion aujourd'hui pose,1,1,0.753974305
259,tu sauves des migrants @url,1,1,0.754192712
1415,allo les propalos ecologistes gauchiste aidez les pauvres palestiniens construire leur maison avec des vieux pneu @url,1,1,0.754213346
1936,@user @user @user mdrrr ok un attardé de plus dans ce pauvre monde dieu merci certaines personne… @url,2,2,0.754697747
1267,l’antisemitisme est un virus mutant il tour à tour le visage de l’extrême gauche de l’extrême-droite et de l’… @url,1,1,0.75489001
749,un putain de voleur sale arabe @user,1,1,0.755217062
3345,@user ta apporté quoi toi part ta sale geule d’arabe et ta grand mère,0,1,0.75533584
115,@user @user mairie socialope islamo-gauchiste traitre à la france pour résumer,2,2,0.755450707
2448,@user j'ai mon premier rendez-vous pour les hormones vendredi prochain,2,2,0.75593333
1842,@user @user @user @user @user @user @user @user ahh vah te catar mongol.,1,1,0.756044196
2638,pourquoi les renois vous parlez fort comme ça?,1,1,0.756381119
3876,@user j’ai été sur place chez mon opérateur ils m’ont y’a rien à faire à part porter plainte pr harcèlement ou changer de numéro,2,2,0.756497309
3406,@user merci,2,2,0.756532763
1348,@user @user jai déja sorti ce genre d'argument infondé d'attardé moi?,2,2,0.756552169
3157,@user wsh chui grave un mongol g lu  de suressnesse mdrrr,1,1,0.757119
704,@user @user @user le danger pour la france sont :l extrême gauche violente (noborderantifaza… @url,0,1,0.757234954
300,tout les jours negro c'est fridayyyyyyyy,2,2,0.757381893
1396,c'est peut-être un attardé mental ce type mais ce qu'il dit c'est à 200% vrai @url,2,2,0.757516746
3104,bjr @user j’ai 30 ans. je suis contre l’avortement contre la pma contre la gpa. je suis catholique pratiquants tous les dimanche.,1,1,0.75752728
42,@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url,2,2,0.757631264
3170,bonjour twitter je sais que tu fais des miracles j’aimerai beaucoup aidé mon petit frère attardé imberbe ayant d… @url,1,1,0.757650633
1285,@user @user jsuis pas raciste negrophobes esh ... j’ai grave des potes renois rebeu asian européens b… @url,0,1,0.757851181
1856,@user @user Ça commençait pas trop mal et ça part en couille sur des délires complotiste anti… @url,2,2,0.75830372
2120,serge mfait rire h30 ce mongol,1,1,0.758320663
3429,@user @user c’est jouer acec les mots. l’histoire coloniale française fait de nous des arabes e… @url,2,2,0.758444938
2134,@user @user @user machin à lunettes va se faire une fois ramasser par des migrants et il pleurera. fran… @url,2,2,0.758684208
2529,@user si des arabes te disent que nous sommes coupables c’est sûrement que nous nous sommes innencents,0,1,0.758959882
1895,@user @user @user complotiste deux balles. vous diffusez largement une image antisémite bref v… @url,2,2,0.759265402
1883,qui veux un attardé dans son équipe @url,1,1,0.759456193
420,@user @user @user Ça s'appelle l'islamisation !,1,1,0.759591912
581,@user que dieu bénisse cet homme pour sa position contre l'avortement.,1,1,0.759787803
1227,cette poule m'a insulte de sale gauchiste @url,1,1,0.759836634
3732,@user @user mais de quelle transition tu parle ? que tout le monde devienne vegan ? pourquoi v... @url,2,2,0.760031318
